sample,phylogroup_containment,phylogroup,assay_type,bioproject,biosample_link,cANI,collection_date_sam,branchwater_containment,geo_loc_name_country_calc,lat_lon,sra_organism,known_country,expected_phylogroup,expected_match
SRR12825431,0.04,PhylI,WGS,PRJNA668816,https://www.ncbi.nlm.nih.gov/biosample/SAMN16424712,0.93,2018-11-12,0.2,New Zealand,"[-36.547833,174.674333]",sediment metagenome,,,False
SRR12825432,0.04,PhylI,WGS,PRJNA668816,https://www.ncbi.nlm.nih.gov/biosample/SAMN16424712,0.93,2018-11-12,0.2,New Zealand,"[-36.547833,174.674333]",sediment metagenome,,,False
SRR12825433,0.05,PhylI,WGS,PRJNA668816,https://www.ncbi.nlm.nih.gov/biosample/SAMN16424709,0.94,2018-11-12,0.26,New Zealand,"[-36.550667,174.65225]",sediment metagenome,,,False
SRR12825434,0.06,PhylI,WGS,PRJNA668816,https://www.ncbi.nlm.nih.gov/biosample/SAMN16424709,0.94,2018-11-12,0.26,New Zealand,"[-36.550667,174.65225]",sediment metagenome,,,False
SRR12829152,0.73,PhylI,WGS,PRJNA669653,https://www.ncbi.nlm.nih.gov/biosample/SAMN16441680,0.97,2017-07-01,0.51,Switzerland,"[46.99,6.9293]",synthetic metagenome,,,False
SRR12829154,1.5,PhylI,WGS,PRJNA669653,https://www.ncbi.nlm.nih.gov/biosample/SAMN16441678,0.97,2017-07-01,0.58,Switzerland,"[46.99,6.9293]",synthetic metagenome,,,False
SRR12829165,1.11,PhylI,WGS,PRJNA669653,https://www.ncbi.nlm.nih.gov/biosample/SAMN16441684,0.98,2017-07-01,0.62,Switzerland,"[46.99,6.9293]",synthetic metagenome,,,False
SRR12846150,0.16,PhylI,WGA,PRJNA669974,https://www.ncbi.nlm.nih.gov/biosample/SAMN16481722,0.93,2017-01-10,0.22,uncalculated,"""not collected""",soil metagenome,,,False
SRR12846151,0.1,PhylI,WGA,PRJNA669974,https://www.ncbi.nlm.nih.gov/biosample/SAMN16481721,0.93,2017-01-10,0.24,uncalculated,"""not collected""",soil metagenome,,,False
SRR12876854,0.09,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512556,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876855,0.14,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512555,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876856,0.14,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512554,0.93,NP,0.22,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876857,0.14,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512553,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876858,0.09,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512552,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876859,0.1,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512551,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876860,0.1,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512550,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876861,0.11,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512549,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876862,0.08,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512558,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876863,0.09,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512557,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876864,0.12,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512548,0.93,NP,0.21,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12876865,0.11,PhylI,OTHER,PRJNA670518,https://www.ncbi.nlm.nih.gov/biosample/SAMN16512547,0.93,NP,0.2,China,"""missing""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR12917099,0.09,PhylI,WGS,PRJNA653687,https://www.ncbi.nlm.nih.gov/biosample/SAMN15739656,0.93,2017-08-08,0.21,USA,"[41.9002,-89.352]",soil metagenome,,,False
SRR12917100,0.07,PhylI,WGS,PRJNA653692,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741248,0.93,2017-05-02,0.22,USA,"[41.9035,-89.3341]",soil metagenome,,,False
SRR12917118,0.08,PhylI,WGS,PRJNA653689,https://www.ncbi.nlm.nih.gov/biosample/SAMN15739655,0.93,2017-05-02,0.24,USA,"[41.9002,-89.3556]",soil metagenome,,,False
SRR12917144,0.08,PhylI,WGS,PRJNA653688,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741225,0.93,2017-10-13,0.22,USA,"[41.9002,-89.352]",soil metagenome,,,False
SRR12917169,0.07,PhylI,WGS,PRJNA653693,https://www.ncbi.nlm.nih.gov/biosample/SAMN15740181,0.93,2017-10-13,0.23,USA,"[41.9035,-89.3341]",soil metagenome,,,False
SRR12917171,0.07,PhylI,WGS,PRJNA653695,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741598,0.93,2017-08-08,0.2,USA,"[41.896,-89.3636]",soil metagenome,,,False
SRR12917172,0.08,PhylI,WGS,PRJNA653694,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741790,0.93,2017-05-02,0.2,USA,"[41.896,-89.3636]",soil metagenome,,,False
SRR12917226,0.08,PhylI,WGS,PRJNA653697,https://www.ncbi.nlm.nih.gov/biosample/SAMN15739576,0.93,2017-05-02,0.22,USA,"[41.8725,-89.3578]",soil metagenome,,,False
SRR12917227,0.08,PhylI,WGS,PRJNA653696,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741939,0.93,2017-10-13,0.21,USA,"[41.896,-89.3636]",soil metagenome,,,False
SRR12917497,0.08,PhylI,WGS,PRJNA653698,https://www.ncbi.nlm.nih.gov/biosample/SAMN15740521,0.93,2017-08-08,0.21,USA,"[41.8725,-89.3578]",soil metagenome,,,False
SRR12917872,0.07,PhylI,WGS,PRJNA653699,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741247,0.93,2017-10-13,0.2,USA,"[41.8725,-89.3578]",soil metagenome,,,False
SRR12917908,0.08,PhylI,WGS,PRJNA653705,https://www.ncbi.nlm.nih.gov/biosample/SAMN15741805,0.93,2017-10-13,0.2,USA,"[41.893,-89.305]",soil metagenome,,,False
SRR12918224,0.01,PhylI,WGS,PRJNA651859,https://www.ncbi.nlm.nih.gov/biosample/SAMN15721495,0.97,2017-10-13,0.49,USA,"[41.896,-89.3636]",soil metagenome,,,False
SRR12927081,0.14,PhylII,WGS,PRJNA669149,https://www.ncbi.nlm.nih.gov/biosample/SAMN16436513,0.93,2017-10-18,0.24,USA,"[35.57,-98.06]",soil metagenome,,,False
SRR12927600,0.07,PhylI,WGS,PRJNA651860,https://www.ncbi.nlm.nih.gov/biosample/SAMN15721755,0.95,2019-06-27,0.34,USA,"[40.0633,-88.2058]",soil metagenome,,,False
SRR12927878,0.06,PhylI,WGS,PRJNA651862,https://www.ncbi.nlm.nih.gov/biosample/SAMN15721494,0.95,2019-06-27,0.35,USA,"[40.0633,-88.2058]",soil metagenome,,,False
SRR12927892,0.06,PhylI,WGS,PRJNA651861,https://www.ncbi.nlm.nih.gov/biosample/SAMN15721184,0.95,2019-06-27,0.37,USA,"[40.0633,-88.2058]",soil metagenome,,,False
SRR12951699,0.08,PhylI,WGS,PRJNA650884,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720689,0.94,2020-01-22,0.28,USA,"[26.3584,-80.2982]",wetland metagenome,,,False
SRR12952107,0.07,PhylI,WGS,PRJNA650888,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720678,0.94,2020-01-22,0.27,USA,"[26.3584,-80.2982]",wetland metagenome,,,False
SRR12952109,0.08,PhylI,WGS,PRJNA650885,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720733,0.95,2020-01-22,0.32,USA,"[26.3584,-80.2982]",wetland metagenome,,,False
SRR12952112,0.07,PhylI,WGS,PRJNA650886,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720740,0.94,2020-01-22,0.28,USA,"[26.3584,-80.2982]",wetland metagenome,,,False
SRR12952125,0.07,PhylI,WGS,PRJNA650887,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720912,0.94,2020-01-22,0.29,USA,"[26.3584,-80.2982]",wetland metagenome,,,False
SRR12952508,0.07,PhylI,WGS,PRJNA650890,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720688,0.94,2020-01-22,0.25,USA,"[26.469,-80.4434]",wetland metagenome,,,False
SRR12952546,0.07,PhylI,WGS,PRJNA650892,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720682,0.94,2020-01-22,0.28,USA,"[26.469,-80.4434]",wetland metagenome,,,False
SRR12952547,0.07,PhylI,WGS,PRJNA650889,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720812,0.94,2020-01-22,0.27,USA,"[26.469,-80.4434]",wetland metagenome,,,False
SRR12952646,0.07,PhylI,WGS,PRJNA650758,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720964,0.94,2020-01-22,0.25,USA,"[26.6774,-80.3753]",wetland metagenome,,,False
SRR12952765,0.07,PhylI,WGS,PRJNA650759,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720906,0.94,2020-01-22,0.26,USA,"[26.6774,-80.3753]",wetland metagenome,,,False
SRR12952821,0.08,PhylI,WGS,PRJNA650757,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720807,0.94,2020-01-22,0.27,USA,"[26.469,-80.4434]",wetland metagenome,,,False
SRR12952822,0.07,PhylI,WGS,PRJNA650891,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720745,0.94,2020-01-22,0.28,USA,"[26.469,-80.4434]",wetland metagenome,,,False
SRR12953084,0.05,PhylI,WGS,PRJNA650761,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720770,0.94,2020-01-22,0.26,USA,"[26.6774,-80.3753]",wetland metagenome,,,False
SRR12953085,0.06,PhylI,WGS,PRJNA650760,https://www.ncbi.nlm.nih.gov/biosample/SAMN15721043,0.94,2020-01-22,0.29,USA,"[26.6774,-80.3753]",wetland metagenome,,,False
SRR12953104,0.06,PhylI,WGS,PRJNA650762,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720870,0.93,2020-01-22,0.24,USA,"[26.6774,-80.3753]",wetland metagenome,,,False
SRR12953107,0.06,PhylI,WGS,PRJNA650767,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720862,0.94,2020-01-22,0.25,USA,"[26.502,-80.2225]",wetland metagenome,,,False
SRR12953108,0.06,PhylI,WGS,PRJNA650766,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720963,0.93,2020-01-22,0.23,USA,"[26.502,-80.2225]",wetland metagenome,,,False
SRR12953253,0.06,PhylI,WGS,PRJNA650763,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720911,0.93,2020-01-22,0.24,USA,"[26.502,-80.2225]",wetland metagenome,,,False
SRR12953260,0.06,PhylI,WGS,PRJNA650765,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720737,0.94,2020-01-22,0.26,USA,"[26.502,-80.2225]",wetland metagenome,,,False
SRR12953417,0.06,PhylI,WGS,PRJNA650764,https://www.ncbi.nlm.nih.gov/biosample/SAMN15720863,0.94,2020-01-22,0.26,USA,"[26.502,-80.2225]",wetland metagenome,,,False
SRR13001972,0.12,PhylI,WGS,PRJNA675135,https://www.ncbi.nlm.nih.gov/biosample/SAMN16690188,0.93,2016-06-01,0.2,USA,"[42.45,-76.47]",metagenome,,,False
SRR13020435,0.09,PhylI,WGS,PRJNA654299,https://www.ncbi.nlm.nih.gov/biosample/SAMN15739869,0.93,2016-03-21,0.24,USA,"[37.2656,-118.2713]",freshwater metagenome,,,False
SRR13038211,0.07,PhylI,WGS,PRJNA670906,https://www.ncbi.nlm.nih.gov/biosample/SAMN16523180,0.95,2018-01-19,0.32,USA,"[35.97,-84.36]",sediment metagenome,,,False
SRR13038212,0.08,PhylI,WGS,PRJNA670906,https://www.ncbi.nlm.nih.gov/biosample/SAMN16523180,0.95,2018-01-19,0.38,USA,"[35.97,-84.36]",sediment metagenome,,,False
SRR13089931,0.07,PhylI,WGS,PRJNA678871,https://www.ncbi.nlm.nih.gov/biosample/SAMN16825147,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR13089935,0.08,PhylI,WGS,PRJNA678871,https://www.ncbi.nlm.nih.gov/biosample/SAMN16825143,0.93,NP,0.2,China,"""not collected""",metagenome,China,PhylII;PhylIII,False
SRR13162655,0.1,PhylI,OTHER,PRJNA681370,https://www.ncbi.nlm.nih.gov/biosample/SAMN16951378,0.93,2019-12-25,0.2,China,"[31.16,119.12]",metagenome,China,PhylII;PhylIII,False
SRR13162659,0.1,PhylI,OTHER,PRJNA681370,https://www.ncbi.nlm.nih.gov/biosample/SAMN16951384,0.93,2020-06-15,0.2,China,"[31.14,119.09]",metagenome,China,PhylII;PhylIII,False
SRR13162838,0.19,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN16951386,0.93,2017-10-01,0.23,China,"[25.809758,107.618615]",mine tailings metagenome,China,PhylII;PhylIII,False
SRR13165309,0.03,PhylI,WGS,PRJNA681475,https://www.ncbi.nlm.nih.gov/biosample/SAMN16954465,0.94,NP,0.27,uncalculated,"[-71.8783,-68.25]",soil metagenome,,,False
SRR13170451,0.16,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN16964676,0.93,2017-10-01,0.22,China,"[25.809526,107.619435]",mine drainage metagenome,China,PhylII;PhylIII,False
SRR13178627,0.11,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN16975849,0.93,2017-10-01,0.2,China,"[25.809911,107.619175]",mine drainage metagenome,China,PhylII;PhylIII,False
SRR13178628,0.12,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN16975850,0.93,2017-10-01,0.2,China,"[25.809434,107.618725]",mine drainage metagenome,China,PhylII;PhylIII,False
SRR13178630,0.12,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN16975851,0.93,2017-10-01,0.2,China,"[25.809773,107.618045]",mine drainage metagenome,China,PhylII;PhylIII,False
SRR13236511,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050167,0.93,2019-07-02,0.2,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236513,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050165,0.93,2019-07-02,0.21,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236516,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050164,0.93,2019-07-02,0.21,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236517,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050163,0.93,2019-07-02,0.21,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236520,0.09,PhylIII,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050160,0.93,2019-07-02,0.21,China,"""missing""",soil metagenome,China,PhylII;PhylIII,True
SRR13236521,0.07,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050159,0.93,2019-07-02,0.21,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236522,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050158,0.93,2019-07-02,0.22,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236524,0.09,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050169,0.93,2019-07-02,0.2,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13236525,0.08,PhylI,OTHER,PRJNA683998,https://www.ncbi.nlm.nih.gov/biosample/SAMN17050168,0.93,2019-07-02,0.22,China,"""missing""",soil metagenome,China,PhylII;PhylIII,False
SRR13249351,0.07,PhylI,OTHER,PRJNA684965,https://www.ncbi.nlm.nih.gov/biosample/SAMN17073320,0.93,2019-10-15,0.2,uncalculated,"""missing""",gut metagenome,,,False
SRR13300764,0.08,PhylI,WGS,PRJNA666025,https://www.ncbi.nlm.nih.gov/biosample/SAMN17058453,0.93,2017-10-01,0.2,China,"[25.147878,107.501026]",mine drainage metagenome,China,PhylII;PhylIII,False
SRR13312974,0.1,PhylI,WGS,PRJNA682830,https://www.ncbi.nlm.nih.gov/biosample/SAMN17022161,0.93,2019-08-19,0.23,USA,"""missing""",soil metagenome,,,False
SRR13312975,0.11,PhylI,WGS,PRJNA682830,https://www.ncbi.nlm.nih.gov/biosample/SAMN17022160,0.93,2019-08-19,0.2,USA,"""missing""",soil metagenome,,,False
SRR13312994,0.08,PhylI,WGS,PRJNA682830,https://www.ncbi.nlm.nih.gov/biosample/SAMN17022163,0.94,2019-08-19,0.28,USA,"""missing""",soil metagenome,,,False
SRR13312995,0.09,PhylI,WGS,PRJNA682830,https://www.ncbi.nlm.nih.gov/biosample/SAMN17022162,0.93,2019-08-19,0.23,USA,"""missing""",soil metagenome,,,False
SRR13325288,0.17,PhylI,WGS,PRJNA687334,https://www.ncbi.nlm.nih.gov/biosample/SAMN17141353,0.95,2018-05-25,0.36,USA,"[26.132554,-97.473898]",invertebrate metagenome,,,False
SRR13325290,0.1,PhylI,WGS,PRJNA687334,https://www.ncbi.nlm.nih.gov/biosample/SAMN17141351,0.93,2018-05-25,0.21,USA,"[33.517183,-101.811984]",invertebrate metagenome,,,False
SRR13336280,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189693,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336282,0.11,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189683,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336283,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189682,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336284,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189691,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336286,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189689,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336287,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189688,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336288,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189737,0.93,2019-04-26,0.21,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336289,0.08,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189736,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336290,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189735,0.93,2019-04-26,0.22,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336291,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189734,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336292,0.08,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189733,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336293,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189732,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336294,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189687,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336295,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189731,0.93,2019-04-26,0.21,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336296,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189730,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336297,0.08,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189729,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336298,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189728,0.93,2019-04-26,0.21,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336300,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189726,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336302,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189724,0.93,2019-04-26,0.21,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336305,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189686,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336310,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189717,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336313,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189714,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336318,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189710,0.93,2019-04-26,0.2,China,"[34.74,108.2]",soil metagenome,China,PhylII;PhylIII,False
SRR13336319,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189709,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336320,0.1,PhylIII,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189708,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,True
SRR13336321,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189707,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336323,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189705,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336325,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189703,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336326,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189702,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336327,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189684,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336328,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189701,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336329,0.1,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189700,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336331,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189698,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336333,0.09,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189696,0.93,2019-04-22,0.2,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13336334,0.07,PhylI,WGS,PRJNA688820,https://www.ncbi.nlm.nih.gov/biosample/SAMN17189695,0.93,2019-04-22,0.21,China,"[34.3,108.08]",soil metagenome,China,PhylII;PhylIII,False
SRR13394436,0.02,PhylI,WGS,PRJNA690107,https://www.ncbi.nlm.nih.gov/biosample/SAMN17269718,0.94,2017-09-01,0.27,USA,"[34.99562,-98.68895]",freshwater metagenome,,,False
SRR13394437,0.03,PhylI,WGS,PRJNA690107,https://www.ncbi.nlm.nih.gov/biosample/SAMN17269717,0.95,2017-09-01,0.36,USA,"[34.99562,-98.68895]",sediment metagenome,,,False
SRR13425444,0.04,PhylI,WGS,PRJNA691704,https://www.ncbi.nlm.nih.gov/biosample/SAMN17303717,0.93,2019-12-28,0.24,India,"[19.783,85.29]",lagoon metagenome,,,False
SRR13425446,0.02,PhylI,WGS,PRJNA691704,https://www.ncbi.nlm.nih.gov/biosample/SAMN17303715,0.94,2019-12-28,0.25,India,"[19.783,85.38]",lagoon metagenome,,,False
SRR13434396,0.13,PhylII,WGS,PRJNA579838,https://www.ncbi.nlm.nih.gov/biosample/SAMN13134312,0.93,NP,0.22,USA,"[38.923239,-106.950876]",freshwater metagenome,,,False
SRR13503356,0.07,PhylII,WGS,PRJNA693982,https://www.ncbi.nlm.nih.gov/biosample/SAMN17491167,0.93,2016-10-27,0.2,China,"[22.3272,114.1388]",air metagenome,China,PhylII;PhylIII,True
SRR13503364,0.11,PhylI,WGS,PRJNA693982,https://www.ncbi.nlm.nih.gov/biosample/SAMN17491151,0.93,2016-10-27,0.21,China,"[22.3272,114.1388]",air metagenome,China,PhylII;PhylIII,False
SRR13588842,0.09,PhylI,WGS,PRJNA698060,https://www.ncbi.nlm.nih.gov/biosample/SAMN17704589,0.93,2016-02-01,0.21,USA,"[33.897,-117.422]",plant metagenome,,,False
